user_id,age,gender,occupation
71,0.5342465753424658,M,scientist
72,0.6575342465753424,F,administrator
73,0.3287671232876712,M,student
74,0.5342465753424658,M,scientist
75,0.3287671232876712,M,entertainment
76,0.273972602739726,M,student
77,0.410958904109589,M,technician
78,0.3561643835616438,M,administrator
79,0.5342465753424658,F,administrator
80,0.4657534246575342,F,administrator
81,0.2876712328767123,M,student
82,0.684931506849315,M,programmer
83,0.547945205479452,M,other
84,0.4383561643835616,M,executive
85,0.6986301369863014,M,educator
86,0.3561643835616438,M,administrator
87,0.6438356164383562,M,administrator
88,0.6712328767123288,F,librarian
89,0.589041095890411,F,administrator
90,0.821917808219178,M,educator
91,0.7534246575342466,M,marketing
92,0.4383561643835616,M,entertainment
93,0.6575342465753424,M,executive
94,0.3561643835616438,M,student
95,0.4246575342465753,M,administrator
96,0.3424657534246575,F,artist
97,0.589041095890411,M,artist
98,0.6712328767123288,F,executive
99,0.273972602739726,M,student
100,0.4931506849315068,M,executive
101,0.2054794520547945,M,student
102,0.5205479452054794,M,programmer
103,0.3561643835616438,M,student
104,0.3698630136986301,M,student
105,0.3287671232876712,M,engineer
106,0.8356164383561644,M,retired
107,0.5342465753424658,M,scientist
108,0.6027397260273972,M,educator
109,0.3972602739726027,M,other
110,0.2602739726027397,M,student
111,0.7808219178082192,M,engineer
112,0.410958904109589,M,salesman
113,0.6438356164383562,M,executive
114,0.3698630136986301,M,programmer
115,0.4246575342465753,M,engineer
116,0.547945205479452,M,healthcare
117,0.273972602739726,M,student
118,0.2876712328767123,M,administrator
119,0.4383561643835616,M,programmer
120,0.6438356164383562,F,other
121,0.7397260273972602,M,librarian
122,0.4383561643835616,F,writer
123,0.6575342465753424,F,artist
124,0.4657534246575342,M,student
125,0.410958904109589,M,lawyer
126,0.3835616438356164,F,lawyer
127,0.4520547945205479,M,none
128,0.3287671232876712,F,marketing
129,0.4931506849315068,F,marketing
130,0.273972602739726,M,none
131,0.8082191780821918,F,administrator
132,0.3287671232876712,M,other
133,0.726027397260274,M,engineer
134,0.4246575342465753,M,programmer
135,0.3150684931506849,M,student
136,0.6986301369863014,M,other
137,0.684931506849315,M,educator
138,0.6301369863013698,M,doctor
139,0.273972602739726,M,student
140,0.410958904109589,F,student
141,0.6712328767123288,M,programmer
142,0.1780821917808219,M,other
143,0.5753424657534246,M,technician
144,0.726027397260274,M,programmer
145,0.4246575342465753,M,entertainment
146,0.6164383561643836,M,artist
147,0.547945205479452,F,librarian
148,0.4520547945205479,M,engineer
149,0.4794520547945205,F,marketing
150,0.273972602739726,F,artist
151,0.5205479452054794,F,administrator
152,0.4520547945205479,F,educator
153,0.3424657534246575,M,student
154,0.3424657534246575,M,student
155,0.4383561643835616,F,other
156,0.3424657534246575,M,educator
157,0.7808219178082192,M,engineer
158,0.684931506849315,M,educator
159,0.3150684931506849,F,student
160,0.3698630136986301,M,programmer
161,0.684931506849315,M,lawyer
162,0.3424657534246575,M,artist
163,0.6712328767123288,M,administrator
164,0.6438356164383562,M,healthcare
165,0.273972602739726,F,other
166,0.6438356164383562,M,educator
167,0.5068493150684932,M,other
168,0.6575342465753424,M,other
169,0.7123287671232876,F,other
170,0.726027397260274,F,healthcare
171,0.6575342465753424,F,educator
172,0.7534246575342466,M,marketing
173,0.7671232876712328,M,other
174,0.410958904109589,F,administrator
175,0.3561643835616438,F,scientist
176,0.3835616438356164,M,scientist
177,0.273972602739726,M,programmer
178,0.3561643835616438,M,other
179,0.2054794520547945,M,entertainment
180,0.3013698630136986,F,administrator
181,0.3561643835616438,M,executive
182,0.4931506849315068,M,programmer
183,0.4520547945205479,M,scientist
184,0.5068493150684932,M,librarian
185,0.726027397260274,F,librarian
186,0.5342465753424658,F,executive
187,0.3561643835616438,M,educator
188,0.5753424657534246,M,student
189,0.4383561643835616,M,artist
190,0.410958904109589,M,administrator
191,0.4520547945205479,M,administrator
192,0.5753424657534246,M,educator
193,0.3972602739726027,M,student
194,0.5205479452054794,M,administrator
195,0.5753424657534246,M,scientist
196,0.6712328767123288,M,writer
197,0.7534246575342466,M,technician
198,0.2876712328767123,F,student
199,0.410958904109589,M,writer
200,0.547945205479452,M,programmer
201,0.3698630136986301,M,writer
202,0.5616438356164384,F,educator
203,0.3424657534246575,F,student
204,0.7123287671232876,F,librarian
205,0.6438356164383562,M,lawyer
206,0.1917808219178082,F,student
207,0.5342465753424658,M,marketing
208,0.589041095890411,M,engineer
209,0.4520547945205479,F,educator
210,0.5342465753424658,M,engineer
211,0.9041095890410958,M,salesman
212,0.6712328767123288,F,educator
213,0.4520547945205479,M,executive
214,0.3561643835616438,F,librarian
215,0.4794520547945205,M,programmer
216,0.3013698630136986,M,engineer
217,0.3013698630136986,M,other
218,0.5068493150684932,M,administrator
219,0.4383561643835616,M,programmer
220,0.410958904109589,M,librarian
221,0.2602739726027397,M,student
222,0.3972602739726027,M,programmer
223,0.2602739726027397,F,student
224,0.4246575342465753,F,educator
225,0.6986301369863014,F,administrator
226,0.3835616438356164,M,student
227,0.6301369863013698,M,executive
228,0.2876712328767123,F,student
229,0.3972602739726027,F,librarian
230,0.3835616438356164,F,student
231,0.6575342465753424,M,librarian
232,0.6164383561643836,M,scientist
233,0.5205479452054794,M,engineer
234,0.821917808219178,M,retired
235,0.5068493150684932,M,educator
236,0.6027397260273972,F,writer
237,0.6712328767123288,M,administrator
238,0.5753424657534246,F,administrator
239,0.5342465753424658,M,artist
240,0.3150684931506849,F,educator
241,0.3561643835616438,F,student
242,0.4520547945205479,M,educator
243,0.4520547945205479,M,educator
244,0.3835616438356164,M,technician
245,0.3013698630136986,M,student
246,0.2602739726027397,M,student
247,0.3835616438356164,M,engineer
248,0.3424657534246575,M,student
249,0.3424657534246575,M,student
250,0.3972602739726027,M,executive
251,0.3835616438356164,M,doctor
252,0.5753424657534246,M,engineer
253,0.3561643835616438,F,librarian
254,0.6027397260273972,M,educator
255,0.3150684931506849,M,entertainment
256,0.4794520547945205,F,none
257,0.2328767123287671,M,student
258,0.2602739726027397,F,student
259,0.2876712328767123,M,student
260,0.547945205479452,F,artist
261,0.3835616438356164,M,administrator
262,0.2602739726027397,F,student
263,0.5616438356164384,M,programmer
264,0.4931506849315068,F,writer
265,0.3561643835616438,M,executive
266,0.8493150684931506,F,administrator
267,0.3150684931506849,M,engineer
268,0.3287671232876712,M,engineer
269,0.4246575342465753,F,librarian
270,0.2465753424657534,F,student
271,0.6986301369863014,M,engineer
272,0.4520547945205479,M,scientist
273,0.684931506849315,F,other
274,0.273972602739726,F,student
275,0.5205479452054794,M,engineer
276,0.2876712328767123,M,student
277,0.4794520547945205,F,administrator
278,0.5068493150684932,F,librarian
279,0.4520547945205479,M,programmer
280,0.410958904109589,F,librarian
281,0.2054794520547945,F,student
282,0.3013698630136986,M,administrator
283,0.3835616438356164,M,programmer
284,0.547945205479452,M,executive
285,0.3424657534246575,M,programmer
286,0.3698630136986301,M,student
287,0.2876712328767123,M,salesman
288,0.4657534246575342,M,marketing
289,0.1506849315068493,M,none
290,0.547945205479452,M,engineer
291,0.2602739726027397,M,student
292,0.4794520547945205,F,programmer
293,0.3287671232876712,M,writer
294,0.4657534246575342,M,technician
295,0.4246575342465753,M,educator
296,0.589041095890411,F,administrator
297,0.3972602739726027,F,educator
298,0.6027397260273972,M,executive
299,0.3972602739726027,M,doctor
300,0.3561643835616438,F,programmer
301,0.3287671232876712,M,student
302,0.5753424657534246,M,educator
303,0.2602739726027397,M,student
304,0.3013698630136986,F,student
305,0.3150684931506849,M,programmer
306,0.6164383561643836,M,other
307,0.3424657534246575,M,student
308,0.821917808219178,M,retired
309,0.547945205479452,M,scientist
310,0.5068493150684932,M,educator
311,0.4383561643835616,M,technician
312,0.6575342465753424,M,other
313,0.5616438356164384,M,marketing
314,0.273972602739726,F,student
315,0.4246575342465753,M,educator
316,0.589041095890411,F,other
317,0.3013698630136986,M,administrator
318,0.8904109589041096,M,retired
319,0.5205479452054794,M,programmer
320,0.2602739726027397,M,student
321,0.6712328767123288,F,educator
322,0.273972602739726,M,student
323,0.2876712328767123,M,student
324,0.2876712328767123,F,student
325,0.6575342465753424,M,technician
326,0.5616438356164384,M,administrator
327,0.3013698630136986,M,student
328,0.6986301369863014,M,administrator
329,0.6575342465753424,M,educator
330,0.4794520547945205,F,educator
331,0.4520547945205479,M,entertainment
332,0.273972602739726,M,student
333,0.6438356164383562,M,other
334,0.4383561643835616,M,librarian
335,0.6164383561643836,M,executive
336,0.3150684931506849,M,salesman
337,0.5068493150684932,M,scientist
338,0.5342465753424658,F,librarian
339,0.4794520547945205,M,lawyer
340,0.6301369863013698,M,engineer
341,0.2328767123287671,F,student
342,0.3424657534246575,F,other
343,0.589041095890411,M,engineer
344,0.410958904109589,F,librarian
345,0.3835616438356164,F,librarian
346,0.4657534246575342,M,other
347,0.2465753424657534,M,student
348,0.3287671232876712,F,student
349,0.9315068493150684,M,retired
350,0.4383561643835616,M,student
351,0.8356164383561644,M,educator
352,0.5068493150684932,F,programmer
353,0.3424657534246575,M,scientist
354,0.3972602739726027,F,librarian
355,0.3424657534246575,M,student
356,0.4383561643835616,F,homemaker
357,0.3561643835616438,M,executive
358,0.547945205479452,M,educator
359,0.3013698630136986,M,student
360,0.6986301369863014,M,other
361,0.3013698630136986,M,student
362,0.4794520547945205,F,homemaker
363,0.273972602739726,M,student
364,0.863013698630137,M,engineer
365,0.3972602739726027,M,lawyer
366,0.273972602739726,F,student
367,0.2328767123287671,M,student
368,0.2465753424657534,M,student
369,0.3287671232876712,M,student
370,0.7123287671232876,M,writer
371,0.4931506849315068,M,engineer
372,0.3424657534246575,F,student
373,0.3287671232876712,F,other
374,0.4931506849315068,M,executive
375,0.2328767123287671,M,entertainment
376,0.3835616438356164,F,other
377,0.3013698630136986,M,student
378,0.4794520547945205,M,student
379,0.6027397260273972,M,programmer
380,0.4383561643835616,M,engineer
381,0.4520547945205479,M,artist
382,0.6164383561643836,M,engineer
383,0.5753424657534246,M,administrator
384,0.7123287671232876,M,programmer
385,0.4931506849315068,M,writer
386,0.4931506849315068,M,salesman
387,0.4520547945205479,M,entertainment
388,0.4246575342465753,M,other
389,0.6027397260273972,F,writer
390,0.5753424657534246,F,writer
391,0.3150684931506849,M,student
392,0.7123287671232876,M,writer
393,0.2602739726027397,M,student
394,0.3424657534246575,M,administrator
395,0.589041095890411,M,other
396,0.7808219178082192,M,engineer
397,0.2328767123287671,M,student
398,0.547945205479452,M,other
399,0.3424657534246575,M,other
400,0.4520547945205479,F,administrator
401,0.6301369863013698,F,healthcare
402,0.410958904109589,M,engineer
403,0.5068493150684932,M,other
404,0.3972602739726027,F,programmer
405,0.3013698630136986,F,healthcare
406,0.7123287671232876,M,educator
407,0.3972602739726027,M,engineer
408,0.3150684931506849,M,student
409,0.6575342465753424,M,administrator
410,0.410958904109589,F,artist
411,0.4657534246575342,M,educator
412,0.3424657534246575,M,educator
413,0.7534246575342466,M,educator
414,0.3287671232876712,M,programmer
415,0.5342465753424658,M,educator
416,0.273972602739726,F,student
417,0.3698630136986301,F,other
418,0.7534246575342466,F,none
419,0.5068493150684932,M,lawyer
420,0.726027397260274,M,educator
421,0.5205479452054794,F,programmer
422,0.3561643835616438,M,entertainment
423,0.8767123287671232,M,other
424,0.4931506849315068,F,marketing
425,0.2602739726027397,M,student
426,0.7534246575342466,M,educator
427,0.6986301369863014,M,doctor
428,0.3835616438356164,M,student
429,0.3698630136986301,M,student
430,0.5205479452054794,M,scientist
431,0.3287671232876712,M,marketing
432,0.3013698630136986,M,entertainment
433,0.3698630136986301,M,artist
434,0.2191780821917808,F,student
435,0.3287671232876712,M,engineer
436,0.410958904109589,F,administrator
437,0.3698630136986301,F,other
438,0.6986301369863014,F,administrator
439,0.3150684931506849,F,administrator
440,0.410958904109589,M,other
441,0.684931506849315,M,technician
442,0.3013698630136986,M,student
443,0.4794520547945205,M,salesman
444,0.6986301369863014,F,lawyer
445,0.2876712328767123,M,writer
446,0.7808219178082192,M,educator
447,0.410958904109589,M,administrator
448,0.3150684931506849,M,entertainment
449,0.3150684931506849,M,librarian
450,0.4794520547945205,F,educator
451,0.2191780821917808,M,student
452,0.4794520547945205,M,administrator
453,0.2465753424657534,M,student
454,0.7808219178082192,M,other
455,0.6575342465753424,M,administrator
456,0.3287671232876712,M,technician
457,0.4520547945205479,F,salesman
458,0.6438356164383562,M,technician
459,0.3013698630136986,M,student
460,0.6027397260273972,F,other
461,0.2054794520547945,M,student
462,0.2602739726027397,F,student
463,0.6575342465753424,F,healthcare
464,0.821917808219178,M,writer
465,0.4383561643835616,M,other
466,0.3013698630136986,M,student
467,0.3972602739726027,M,engineer
468,0.3835616438356164,M,engineer
469,0.821917808219178,M,educator
470,0.3287671232876712,M,programmer
471,0.136986301369863,M,student
472,0.3287671232876712,M,student
473,0.3972602739726027,M,student
474,0.6986301369863014,M,executive
475,0.410958904109589,M,programmer
476,0.3835616438356164,M,student
477,0.3150684931506849,F,student
478,0.3972602739726027,M,other
479,0.410958904109589,M,educator
480,0.7808219178082192,M,retired
481,1.0,M,retired
482,0.2465753424657534,F,student
483,0.3972602739726027,M,scientist
484,0.3698630136986301,M,student
485,0.6027397260273972,F,educator
486,0.5342465753424658,M,educator
487,0.3013698630136986,M,engineer
488,0.6575342465753424,M,technician
489,0.7534246575342466,M,other
490,0.3972602739726027,F,artist
491,0.589041095890411,F,writer
492,0.7808219178082192,M,educator
493,0.3013698630136986,M,engineer
494,0.5205479452054794,F,administrator
495,0.3972602739726027,M,engineer
496,0.2876712328767123,F,student
497,0.273972602739726,M,student
498,0.3561643835616438,M,writer
499,0.5753424657534246,M,programmer
500,0.3835616438356164,M,administrator
501,0.3013698630136986,M,student
502,0.3013698630136986,M,student
503,0.684931506849315,F,writer
504,0.547945205479452,F,writer
505,0.3698630136986301,F,other
506,0.6301369863013698,M,programmer
507,0.2465753424657534,F,writer
508,0.3698630136986301,M,marketing
509,0.3150684931506849,M,administrator
510,0.4657534246575342,M,other
511,0.3013698630136986,M,student
512,0.3972602739726027,M,other
513,0.589041095890411,M,administrator
514,0.3698630136986301,M,programmer
515,0.726027397260274,M,marketing
516,0.726027397260274,F,librarian
517,0.3287671232876712,M,student
518,0.6712328767123288,F,writer
519,0.3013698630136986,M,other
520,0.8493150684931506,M,healthcare
521,0.2602739726027397,M,student
522,0.4931506849315068,M,engineer
523,0.684931506849315,F,administrator
524,0.7671232876712328,M,educator
525,0.3698630136986301,F,administrator
526,0.410958904109589,M,marketing
527,0.4520547945205479,M,librarian
528,0.2465753424657534,M,student
529,0.6438356164383562,F,administrator
530,0.3972602739726027,M,engineer
531,0.410958904109589,F,salesman
532,0.273972602739726,M,student
533,0.589041095890411,M,librarian
534,0.273972602739726,M,student
535,0.6164383561643836,F,educator
536,0.5205479452054794,M,engineer
537,0.4931506849315068,M,engineer
538,0.4246575342465753,M,scientist
539,0.726027397260274,F,administrator
540,0.3835616438356164,M,engineer
541,0.2602739726027397,F,student
542,0.2876712328767123,M,student
543,0.4520547945205479,M,scientist
544,0.6027397260273972,F,other
545,0.3698630136986301,M,technician
546,0.4931506849315068,M,executive
547,0.684931506849315,M,educator
548,0.6986301369863014,M,writer
549,0.5753424657534246,M,scientist
550,0.2191780821917808,F,student
551,0.3424657534246575,M,programmer
552,0.6164383561643836,M,other
553,0.7945205479452054,M,educator
554,0.4383561643835616,M,scientist
555,0.3972602739726027,F,educator
556,0.4794520547945205,F,educator
557,0.410958904109589,F,writer
558,0.7671232876712328,F,writer
559,0.9452054794520548,M,executive
560,0.4383561643835616,M,student
561,0.3150684931506849,M,engineer
562,0.7397260273972602,F,administrator
563,0.5342465753424658,F,librarian
564,0.8904109589041096,M,retired
565,0.547945205479452,M,student
566,0.273972602739726,M,student
567,0.3287671232876712,M,entertainment
568,0.5342465753424658,M,educator
569,0.4657534246575342,M,educator
570,0.3561643835616438,M,educator
571,0.4657534246575342,M,artist
572,0.6986301369863014,M,educator
573,0.9315068493150684,M,retired
574,0.7671232876712328,M,educator
575,0.4520547945205479,M,marketing
576,0.6575342465753424,M,executive
577,0.4931506849315068,F,student
578,0.4246575342465753,M,administrator
579,0.4383561643835616,M,educator
580,0.2191780821917808,M,student
581,0.5068493150684932,M,other
582,0.2328767123287671,M,student
583,0.6027397260273972,M,engineer
584,0.3424657534246575,M,student
585,0.9452054794520548,M,librarian
586,0.273972602739726,M,student
587,0.3561643835616438,M,other
588,0.2465753424657534,F,student
589,0.2876712328767123,M,lawyer
590,0.684931506849315,M,educator
591,0.7808219178082192,F,librarian
592,0.2465753424657534,M,student
593,0.4246575342465753,F,educator
594,0.6301369863013698,M,educator
595,0.3424657534246575,M,programmer
596,0.273972602739726,M,artist
597,0.3150684931506849,M,other
598,0.547945205479452,F,marketing
599,0.3013698630136986,F,student
600,0.4657534246575342,M,programmer
601,0.2602739726027397,F,artist
602,0.6438356164383562,F,other
603,0.2876712328767123,M,programmer
604,0.5342465753424658,M,educator
605,0.4520547945205479,M,engineer
606,0.3835616438356164,M,programmer
607,0.6712328767123288,F,healthcare
608,0.3013698630136986,M,other
609,0.1780821917808219,F,student
610,0.3013698630136986,M,student
611,0.6301369863013698,M,librarian
612,0.4931506849315068,M,educator
613,0.5068493150684932,F,marketing
614,0.7397260273972602,M,educator
615,0.5205479452054794,M,educator
616,0.7534246575342466,M,scientist
617,0.3698630136986301,F,writer
618,0.2054794520547945,F,student
619,0.2328767123287671,M,student
620,0.2465753424657534,F,writer
621,0.2328767123287671,M,student
622,0.3424657534246575,M,programmer
623,0.684931506849315,F,educator
624,0.2602739726027397,M,student
625,0.3698630136986301,M,programmer
626,0.3150684931506849,M,scientist
627,0.3287671232876712,M,engineer
628,0.1780821917808219,M,none
629,0.6301369863013698,F,other
630,0.3561643835616438,F,healthcare
631,0.2465753424657534,F,student
632,0.2465753424657534,M,student
633,0.4794520547945205,M,programmer
634,0.5342465753424658,M,engineer
635,0.3013698630136986,M,other
636,0.6438356164383562,M,educator
637,0.410958904109589,M,other
638,0.6164383561643836,M,engineer
639,0.5753424657534246,F,librarian
640,0.273972602739726,M,student
641,0.3287671232876712,M,student
642,0.2465753424657534,F,student
643,0.5342465753424658,M,scientist
644,0.6986301369863014,M,retired
645,0.3698630136986301,M,programmer
646,0.2328767123287671,F,student
647,0.547945205479452,M,educator
648,0.589041095890411,M,engineer
649,0.273972602739726,M,student
650,0.5753424657534246,M,engineer
651,0.8904109589041096,M,retired
652,0.4794520547945205,M,other
653,0.4246575342465753,M,executive
654,0.3698630136986301,F,student
655,0.684931506849315,F,healthcare
656,0.6575342465753424,M,educator
657,0.3561643835616438,F,none
658,0.4520547945205479,M,programmer
659,0.4246575342465753,M,educator
660,0.3561643835616438,M,student
661,0.3835616438356164,M,programmer
662,0.7534246575342466,M,librarian
663,0.3561643835616438,M,other
664,0.410958904109589,M,engineer
665,0.3424657534246575,M,administrator
666,0.6027397260273972,M,administrator
667,0.4794520547945205,M,librarian
668,0.3972602739726027,F,writer
669,0.5068493150684932,M,other
670,0.410958904109589,M,technician
671,0.2876712328767123,M,programmer
672,0.7397260273972602,F,administrator
673,0.6986301369863014,M,educator
674,0.1780821917808219,F,student
675,0.4657534246575342,M,other
676,0.410958904109589,M,programmer
677,0.273972602739726,M,other
678,0.684931506849315,M,educator
679,0.273972602739726,F,student
680,0.4520547945205479,M,lawyer
681,0.6027397260273972,F,marketing
682,0.3150684931506849,M,programmer
683,0.5753424657534246,M,librarian
684,0.3835616438356164,M,student
685,0.4383561643835616,F,librarian
686,0.4383561643835616,M,educator
687,0.4246575342465753,F,healthcare
688,0.5068493150684932,F,administrator
689,0.3424657534246575,M,other
690,0.4794520547945205,M,salesman
691,0.4657534246575342,M,educator
692,0.4657534246575342,M,engineer
693,0.589041095890411,F,healthcare
694,0.821917808219178,M,programmer
695,0.3561643835616438,M,writer
696,0.7534246575342466,M,other
697,0.3424657534246575,M,other
698,0.3835616438356164,F,programmer
699,0.6027397260273972,M,other
700,0.2328767123287671,M,student
701,0.6986301369863014,F,librarian
702,0.5068493150684932,M,other
703,0.3561643835616438,M,educator
704,0.6986301369863014,F,librarian
705,0.2876712328767123,F,student
706,0.3150684931506849,M,student
707,0.7671232876712328,F,librarian
708,0.3561643835616438,F,homemaker
709,0.2876712328767123,M,other
710,0.2602739726027397,M,student
711,0.3013698630136986,F,student
712,0.3013698630136986,F,student
713,0.5753424657534246,F,other
714,0.3561643835616438,M,engineer
715,0.2876712328767123,M,technician
716,0.4931506849315068,F,administrator
717,0.3287671232876712,M,technician
718,0.5753424657534246,M,technician
719,0.5068493150684932,F,other
720,0.6712328767123288,F,administrator
721,0.3287671232876712,F,entertainment
722,0.684931506849315,F,homemaker
723,0.3561643835616438,M,executive
724,0.4246575342465753,M,executive
725,0.2876712328767123,M,student
726,0.3424657534246575,F,administrator
727,0.3424657534246575,M,student
728,0.7945205479452054,M,executive
729,0.2602739726027397,M,student
730,0.4246575342465753,F,scientist
731,0.5616438356164384,F,educator
732,0.3835616438356164,F,other
733,0.6027397260273972,F,other
734,0.3424657534246575,F,other
735,0.3972602739726027,F,healthcare
736,0.6575342465753424,F,writer
737,0.410958904109589,M,programmer
738,0.4794520547945205,M,technician
739,0.4794520547945205,M,technician
740,0.3424657534246575,F,educator
741,0.3424657534246575,M,writer
742,0.4794520547945205,M,student
743,0.4246575342465753,M,programmer
744,0.4794520547945205,M,marketing
745,0.5753424657534246,M,writer
746,0.3424657534246575,M,engineer
747,0.2602739726027397,M,other
748,0.3835616438356164,M,administrator
749,0.4520547945205479,M,other
750,0.3835616438356164,M,administrator
751,0.3287671232876712,F,other
752,0.821917808219178,M,retired
753,0.7671232876712328,M,salesman
754,0.8082191780821918,F,librarian
755,0.6027397260273972,F,educator
756,0.410958904109589,F,none
757,0.3561643835616438,M,student
758,0.3698630136986301,M,student
759,0.273972602739726,F,student
760,0.4794520547945205,F,other
761,0.2328767123287671,M,student
762,0.4383561643835616,M,administrator
763,0.3698630136986301,M,scientist
764,0.3698630136986301,F,educator
765,0.4246575342465753,M,student
766,0.5753424657534246,M,other
767,0.958904109589041,M,engineer
768,0.3972602739726027,M,administrator
769,0.5342465753424658,M,executive
770,0.3835616438356164,M,student
771,0.3561643835616438,M,student
772,0.684931506849315,M,writer
773,0.273972602739726,M,student
774,0.410958904109589,M,student
775,0.6301369863013698,M,executive
776,0.410958904109589,M,librarian
777,0.863013698630137,M,programmer
778,0.4657534246575342,M,student
779,0.4246575342465753,M,student
780,0.6712328767123288,M,programmer
781,0.273972602739726,M,student
782,0.2876712328767123,F,artist
783,0.410958904109589,M,marketing
784,0.6438356164383562,M,administrator
785,0.4383561643835616,M,engineer
786,0.4931506849315068,F,engineer
787,0.2465753424657534,F,student
788,0.6986301369863014,M,administrator
789,0.3972602739726027,M,other
790,0.3698630136986301,M,technician
791,0.4246575342465753,M,educator
792,0.547945205479452,M,programmer
793,0.3013698630136986,M,student
794,0.4383561643835616,M,educator
795,0.410958904109589,M,programmer
796,0.4383561643835616,F,writer
797,0.6027397260273972,F,other
798,0.547945205479452,F,writer
799,0.6712328767123288,F,administrator
800,0.3424657534246575,M,programmer
801,0.3013698630136986,M,writer
802,0.4794520547945205,M,administrator
803,0.958904109589041,M,administrator
804,0.5342465753424658,M,educator
805,0.3698630136986301,F,other
806,0.3698630136986301,M,marketing
807,0.5616438356164384,F,healthcare
808,0.6164383561643836,M,salesman
809,0.684931506849315,F,marketing
810,0.7534246575342466,F,other
811,0.547945205479452,F,educator
812,0.3013698630136986,M,technician
813,0.1917808219178082,F,student
814,0.410958904109589,M,other
815,0.4383561643835616,M,other
816,0.4657534246575342,M,other
817,0.2602739726027397,M,student
818,0.3835616438356164,M,librarian
819,0.8082191780821918,M,administrator
820,0.3013698630136986,M,student
821,0.5068493150684932,M,engineer
822,0.3972602739726027,F,librarian
823,0.3698630136986301,M,artist
824,0.4246575342465753,M,other
825,0.6027397260273972,M,engineer
826,0.3835616438356164,M,artist
827,0.3150684931506849,F,engineer
828,0.3835616438356164,M,librarian
829,0.6575342465753424,M,writer
830,0.6301369863013698,M,programmer
831,0.2876712328767123,M,other
832,0.3287671232876712,M,technician
833,0.4657534246575342,M,writer
834,0.3561643835616438,M,other
835,0.6027397260273972,F,executive
836,0.6027397260273972,M,artist
837,0.4931506849315068,F,artist
838,0.3150684931506849,M,student
839,0.5205479452054794,F,entertainment
840,0.5342465753424658,M,artist
841,0.6164383561643836,M,doctor
842,0.547945205479452,M,writer
843,0.4794520547945205,M,librarian
844,0.3013698630136986,M,engineer
845,0.8767123287671232,M,doctor
846,0.3698630136986301,M,lawyer
847,0.3972602739726027,M,student
848,0.6301369863013698,M,engineer
849,0.2054794520547945,F,student
850,0.4657534246575342,M,technician
851,0.2465753424657534,M,other
852,0.6301369863013698,M,administrator
853,0.6712328767123288,M,writer
854,0.3972602739726027,F,student
855,0.726027397260274,M,librarian
856,0.589041095890411,F,marketing
857,0.4794520547945205,F,administrator
858,0.863013698630137,M,educator
859,0.2465753424657534,F,other
860,0.958904109589041,F,retired
861,0.5205479452054794,F,student
862,0.3424657534246575,M,executive
863,0.2328767123287671,M,student
864,0.3698630136986301,M,programmer
865,0.3424657534246575,M,artist
866,0.6164383561643836,M,other
867,0.3287671232876712,M,scientist
868,0.2876712328767123,M,programmer
869,0.410958904109589,M,student
870,0.3013698630136986,M,student
871,0.4246575342465753,M,executive
872,0.2602739726027397,F,student
873,0.6575342465753424,F,administrator
874,0.4931506849315068,M,scientist
